Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,205581,-,-,-,34.61,-118.18,0,869,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Cloud Type,Clearsky GHI,GHI,Global Horizontal UV Irradiance (295-385nm),Wind Speed
2019,1,1,0,30,4.6000000000000005,0,45,45,0.0000,2.8000000000000003
2019,1,1,1,30,2.9000000000000004,0,0,0,0.0000,2.5
2019,1,1,2,30,2.2,0,0,0,0.0000,2.5
2019,1,1,3,30,1.6,0,0,0,0.0000,2.5
2019,1,1,4,30,1.4000000000000001,0,0,0,0.0000,2.8000000000000003
2019,1,1,5,30,1.4000000000000001,0,0,0,0.0000,3.3000000000000003
2019,1,1,6,30,1.5,0,0,0,0.0000,3.9000000000000004
2019,1,1,7,30,1.3,0,0,0,0.0000,4.3
2019,1,1,8,30,0.8,0,0,0,0.0000,4.4
2019,1,1,9,30,0.2,0,0,0,0.0000,4.1000000000000005
2019,1,1,10,30,-0.30000000000000004,0,0,0,0.0000,3.9000000000000004
2019,1,1,11,30,-0.6000000000000001,0,0,0,0.0000,3.8000000000000003
2019,1,1,12,30,-0.8,0,0,0,0.0000,3.8000000000000003
2019,1,1,13,30,-0.9,0,0,0,0.0000,3.7
2019,1,1,14,30,-0.4,0,0,0,0.0000,3.9000000000000004
2019,1,1,15,30,1.5,0,69,69,0.0000,4.7
2019,1,1,16,30,4.2,0,251,251,9.3818,6
2019,1,1,17,30,6.300000000000001,0,419,419,17.0639,6.9
2019,1,1,18,30,7.5,0,541,541,23.1249,6.7
2019,1,1,19,30,8.3,0,596,596,25.9928,6.5
2019,1,1,20,30,8.700000000000001,0,591,591,25.7432,6.1000000000000005
2019,1,1,21,30,8.8,0,521,521,22.1796,5.7
2019,1,1,22,30,8.3,0,394,394,15.9134,4.9
2019,1,1,23,30,6,0,224,224,8.2828,3.4000000000000004
2019,1,2,0,30,2.8000000000000003,0,47,47,0.0000,2.1
2019,1,2,1,30,1,0,0,0,0.0000,1.9000000000000001
2019,1,2,2,30,0.5,0,0,0,0.0000,1.8
2019,1,2,3,30,0.5,0,0,0,0.0000,1.7000000000000002
2019,1,2,4,30,0.7000000000000001,0,0,0,0.0000,1.5
2019,1,2,5,30,1,7,0,0,0.0000,1.5
2019,1,2,6,30,1.3,7,0,0,0.0000,1.4000000000000001
2019,1,2,7,30,1.4000000000000001,7,0,0,0.0000,1.5
2019,1,2,8,30,1.3,0,0,0,0.0000,1.6
2019,1,2,9,30,0.8,0,0,0,0.0000,1.7000000000000002
2019,1,2,10,30,0.4,0,0,0,0.0000,1.8
2019,1,2,11,30,0.30000000000000004,0,0,0,0.0000,2
2019,1,2,12,30,0.30000000000000004,0,0,0,0.0000,2.1
2019,1,2,13,30,0.1,0,0,0,0.0000,1.9000000000000001
2019,1,2,14,30,0.6000000000000001,0,0,0,0.0000,1.7000000000000002
2019,1,2,15,30,3.4000000000000004,0,64,64,0.0000,2.3000000000000003
2019,1,2,16,30,7,0,237,237,8.8576,3.6
2019,1,2,17,30,9.3,0,399,399,16.2524,4.6000000000000005
2019,1,2,18,30,10.9,0,518,518,22.1493,4.800000000000001
2019,1,2,19,30,11.9,0,580,580,25.3067,4.7
2019,1,2,20,30,12.5,0,578,578,25.1932,4.4
