Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,205581,-,-,-,34.61,-118.18,0,869,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Cloud Type,Clearsky GHI,GHI,Global Horizontal UV Irradiance (295-385nm),Wind Speed
2022,1,1,0,30,6.800000000000001,0,42,42,0.0000,2.1
2022,1,1,1,30,5.1000000000000005,0,0,0,0.0000,2.4000000000000004
2022,1,1,2,30,4.5,0,0,0,0.0000,3.1
2022,1,1,3,30,4.1000000000000005,0,0,0,0.0000,3.6
2022,1,1,4,30,3.4000000000000004,0,0,0,0.0000,3.6
2022,1,1,5,30,2.7,0,0,0,0.0000,3.4000000000000004
2022,1,1,6,30,2.1,0,0,0,0.0000,3.2
2022,1,1,7,30,1.8,0,0,0,0.0000,3.1
2022,1,1,8,30,1.4000000000000001,0,0,0,0.0000,2.7
2022,1,1,9,30,0.7000000000000001,0,0,0,0.0000,2
2022,1,1,10,30,0.1,0,0,0,0.0000,1.7000000000000002
2022,1,1,11,30,-0.2,0,0,0,0.0000,1.6
2022,1,1,12,30,-0.4,0,0,0,0.0000,1.7000000000000002
2022,1,1,13,30,-0.5,0,0,0,0.0000,1.7000000000000002
2022,1,1,14,30,0.1,0,0,0,0.0000,1.8
2022,1,1,15,30,2.6,0,67,67,0.0000,2.8000000000000003
2022,1,1,16,30,5.7,0,246,246,9.1949,4.2
2022,1,1,17,30,7.7,0,407,407,16.5752,5.1000000000000005
2022,1,1,18,30,9.1,0,526,526,22.4852,5.2
2022,1,1,19,30,10.100000000000001,0,587,587,25.6033,5
2022,1,1,20,30,10.700000000000001,8,583,471,20.5198,4.5
2022,1,1,21,30,10.8,8,514,468,19.9275,4.1000000000000005
2022,1,1,22,30,10.200000000000001,0,388,369,14.9079,3.4000000000000004
2022,1,1,23,30,7.7,0,218,218,8.0632,2.2
2022,1,2,0,30,4.6000000000000005,0,47,47,0.0000,1.5
2022,1,2,1,30,3,0,0,0,0.0000,1.6
2022,1,2,2,30,2.2,0,0,0,0.0000,1.7000000000000002
2022,1,2,3,30,1.7000000000000002,0,0,0,0.0000,1.9000000000000001
2022,1,2,4,30,1.2000000000000002,0,0,0,0.0000,2
2022,1,2,5,30,0.9,0,0,0,0.0000,2.2
2022,1,2,6,30,0.6000000000000001,0,0,0,0.0000,2.3000000000000003
2022,1,2,7,30,0.30000000000000004,0,0,0,0.0000,2.2
2022,1,2,8,30,0,0,0,0,0.0000,2.1
2022,1,2,9,30,-0.30000000000000004,0,0,0,0.0000,2
2022,1,2,10,30,-0.5,0,0,0,0.0000,2
2022,1,2,11,30,-0.7000000000000001,0,0,0,0.0000,2
2022,1,2,12,30,-0.8,0,0,0,0.0000,2
2022,1,2,13,30,-0.9,0,0,0,0.0000,2.1
2022,1,2,14,30,-0.2,0,0,0,0.0000,2.3000000000000003
2022,1,2,15,30,2.1,0,65,65,0.0000,3.2
2022,1,2,16,30,5.1000000000000005,0,243,243,9.0818,4
2022,1,2,17,30,7.7,0,407,407,16.5782,4.1000000000000005
2022,1,2,18,30,9.8,0,527,527,22.5356,3.9000000000000004
2022,1,2,19,30,11.200000000000001,0,588,588,25.6587,3.6
2022,1,2,20,30,12,0,584,584,25.4576,3.4000000000000004
2022,1,2,21,30,12.200000000000001,0,517,517,22.0323,3
2022,1,2,22,30,11.600000000000001,0,392,392,15.8566,2.4000000000000004
2022,1,2,23,30,8.8,0,226,226,8.3699,1.7000000000000002
2022,1,3,0,30,5.300000000000001,0,50,50,0.0000,1.7000000000000002
2022,1,3,1,30,3.3000000000000003,0,0,0,0.0000,1.9000000000000001
2022,1,3,2,30,2.2,0,0,0,0.0000,2
2022,1,3,3,30,1.5,0,0,0,0.0000,2
2022,1,3,4,30,1,0,0,0,0.0000,2.1
2022,1,3,5,30,0.6000000000000001,0,0,0,0.0000,2
2022,1,3,6,30,0.30000000000000004,0,0,0,0.0000,1.9000000000000001
2022,1,3,7,30,0.1,0,0,0,0.0000,1.7000000000000002
2022,1,3,8,30,0,0,0,0,0.0000,1.6
2022,1,3,9,30,0,0,0,0,0.0000,1.6
2022,1,3,10,30,-0.1,0,0,0,0.0000,1.7000000000000002
2022,1,3,11,30,-0.1,0,0,0,0.0000,1.7000000000000002
2022,1,3,12,30,-0.2,0,0,0,0.0000,1.7000000000000002
2022,1,3,13,30,-0.1,0,0,0,0.0000,1.7000000000000002
2022,1,3,14,30,0.6000000000000001,0,0,0,0.0000,1.6
2022,1,3,15,30,3.3000000000000003,0,65,64,0.0000,1.8
2022,1,3,16,30,6.9,0,244,244,9.1201,1.9000000000000001
2022,1,3,17,30,9.700000000000001,0,410,410,16.7050,1.2000000000000002
2022,1,3,18,30,12.700000000000001,0,528,528,22.5875,1
2022,1,3,19,30,14.9,0,588,588,25.6705,1.9000000000000001
2022,1,3,20,30,15.9,0,586,586,25.5611,2.6
2022,1,3,21,30,15.700000000000001,0,518,476,20.3034,2.7
2022,1,3,22,30,14.3,0,390,376,15.2294,2.2
2022,1,3,23,30,10.9,8,223,194,7.1949,1.5
2022,1,4,0,30,7.800000000000001,0,50,46,0.0000,1.2000000000000002
2022,1,4,1,30,6.6000000000000005,8,0,0,0.0000,1.1
2022,1,4,2,30,5.800000000000001,8,0,0,0.0000,0.9
2022,1,4,3,30,4.9,8,0,0,0.0000,0.8
2022,1,4,4,30,4.1000000000000005,5,0,0,0.0000,0.7000000000000001
2022,1,4,5,30,3.6,8,0,0,0.0000,0.7000000000000001
2022,1,4,6,30,3.4000000000000004,0,0,0,0.0000,0.7000000000000001
2022,1,4,7,30,3.2,0,0,0,0.0000,0.7000000000000001
2022,1,4,8,30,3.1,0,0,0,0.0000,0.7000000000000001
2022,1,4,9,30,2.8000000000000003,8,0,0,0.0000,0.7000000000000001
2022,1,4,10,30,2.5,8,0,0,0.0000,0.7000000000000001
2022,1,4,11,30,2.1,0,0,0,0.0000,0.8
2022,1,4,12,30,1.7000000000000002,0,0,0,0.0000,1
2022,1,4,13,30,1.3,8,0,0,0.0000,1.1
2022,1,4,14,30,1.7000000000000002,8,0,0,0.0000,1.1
2022,1,4,15,30,4.2,0,61,59,0.0000,1.6
2022,1,4,16,30,7.5,0,232,232,8.6716,2.2
2022,1,4,17,30,10.5,0,392,392,15.9760,2.8000000000000003
2022,1,4,18,30,13.200000000000001,0,509,509,21.7835,3.5
2022,1,4,19,30,15,0,570,570,24.8975,3.6
2022,1,4,20,30,16.2,0,570,570,24.8804,3.5
2022,1,4,21,30,16.5,0,504,504,21.5184,3.2
2022,1,4,22,30,15.600000000000001,0,384,384,15.5753,2.5
2022,1,4,23,30,12.600000000000001,0,221,221,8.2080,1.6
2022,1,5,0,30,9.1,0,51,51,0.0000,1.3
2022,1,5,1,30,7,0,0,0,0.0000,1.5
2022,1,5,2,30,5.9,0,0,0,0.0000,1.7000000000000002
2022,1,5,3,30,5.2,0,0,0,0.0000,1.8
2022,1,5,4,30,4.9,0,0,0,0.0000,1.9000000000000001
2022,1,5,5,30,4.6000000000000005,0,0,0,0.0000,2
2022,1,5,6,30,4.5,0,0,0,0.0000,2.1
2022,1,5,7,30,4.7,0,0,0,0.0000,2.4000000000000004
2022,1,5,8,30,4.9,0,0,0,0.0000,2.8000000000000003
2022,1,5,9,30,4.800000000000001,0,0,0,0.0000,3.1
2022,1,5,10,30,4.6000000000000005,0,0,0,0.0000,3.4000000000000004
2022,1,5,11,30,4.5,0,0,0,0.0000,3.5
2022,1,5,12,30,4.3,0,0,0,0.0000,3.6
2022,1,5,13,30,4.2,0,0,0,0.0000,3.6
2022,1,5,14,30,4.4,0,0,0,0.0000,3.7
2022,1,5,15,30,6.1000000000000005,0,62,62,0.0000,3.9000000000000004
2022,1,5,16,30,9.1,0,235,235,8.7855,4.2
2022,1,5,17,30,12.200000000000001,0,397,397,16.1856,4.3
2022,1,5,18,30,14.8,0,516,516,22.0935,4.3
2022,1,5,19,30,16.5,0,579,579,25.3051,4
2022,1,5,20,30,17.5,0,577,577,25.2047,3.8000000000000003
2022,1,5,21,30,17.7,0,508,508,21.7099,3.4000000000000004
2022,1,5,22,30,16.6,0,385,385,15.6376,2.5
2022,1,5,23,30,13.9,0,222,222,8.2572,1.7000000000000002
2022,1,6,0,30,11,0,52,52,0.0000,1.5
2022,1,6,1,30,9.5,0,0,0,0.0000,1.5
2022,1,6,2,30,8.8,0,0,0,0.0000,1.6
2022,1,6,3,30,8.3,0,0,0,0.0000,1.7000000000000002
2022,1,6,4,30,7.9,0,0,0,0.0000,1.7000000000000002
2022,1,6,5,30,7.7,0,0,0,0.0000,1.6
2022,1,6,6,30,7.5,0,0,0,0.0000,1.6
2022,1,6,7,30,7.5,8,0,0,0.0000,1.6
2022,1,6,8,30,7.5,8,0,0,0.0000,1.6
2022,1,6,9,30,7.5,0,0,0,0.0000,1.6
2022,1,6,10,30,7.4,0,0,0,0.0000,1.6
2022,1,6,11,30,7.5,8,0,0,0.0000,1.6
2022,1,6,12,30,7.800000000000001,0,0,0,0.0000,1.6
2022,1,6,13,30,7.800000000000001,0,0,0,0.0000,1.5
2022,1,6,14,30,8.1,0,0,0,0.0000,1.4000000000000001
2022,1,6,15,30,10.700000000000001,0,61,54,0.0000,1.6
2022,1,6,16,30,14.3,0,232,232,8.6752,2
2022,1,6,17,30,17.2,0,393,393,16.0298,2.1
2022,1,6,18,30,20.1,0,513,513,21.9754,1.4000000000000001
2022,1,6,19,30,22.200000000000003,0,574,574,25.1022,0.8
2022,1,6,20,30,23,0,573,573,25.0486,1
2022,1,6,21,30,22.900000000000002,0,508,508,21.7320,1.5
2022,1,6,22,30,21.5,0,388,388,15.7827,1.4000000000000001
2022,1,6,23,30,18.400000000000002,0,225,225,8.3820,1.1
2022,1,7,0,30,15.600000000000001,0,54,54,0.0000,1.2000000000000002
2022,1,7,1,30,14.5,0,0,0,0.0000,1.2000000000000002
2022,1,7,2,30,14,0,0,0,0.0000,1.1
2022,1,7,3,30,13.5,0,0,0,0.0000,1
