Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,205581,-,-,-,34.61,-118.18,0,869,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Cloud Type,Clearsky GHI,GHI,Global Horizontal UV Irradiance (295-385nm),Wind Speed
2018,1,1,0,30,15.8,0,40,37,0.0000,0.6000000000000001
2018,1,1,1,30,14.600000000000001,0,0,0,0.0000,0.6000000000000001
2018,1,1,2,30,13.700000000000001,0,0,0,0.0000,0.7000000000000001
2018,1,1,3,30,12.700000000000001,0,0,0,0.0000,0.9
2018,1,1,4,30,11.600000000000001,7,0,0,0.0000,1.2000000000000002
2018,1,1,5,30,10.5,3,0,0,0.0000,1.3
2018,1,1,6,30,9.8,7,0,0,0.0000,1.3
2018,1,1,7,30,9.3,7,0,0,0.0000,1.3
2018,1,1,8,30,8.700000000000001,4,0,0,0.0000,1.3
2018,1,1,9,30,8,0,0,0,0.0000,1.3
2018,1,1,10,30,7.300000000000001,0,0,0,0.0000,1.5
2018,1,1,11,30,7,0,0,0,0.0000,1.6
2018,1,1,12,30,6.800000000000001,0,0,0,0.0000,1.6
2018,1,1,13,30,6.6000000000000005,8,0,0,0.0000,1.6
2018,1,1,14,30,7.2,7,0,0,0.0000,1.8
2018,1,1,15,30,10.200000000000001,4,61,47,0.0000,2.6
2018,1,1,16,30,14.200000000000001,0,231,214,7.9980,3.3000000000000003
2018,1,1,17,30,17.8,0,390,390,15.8829,3.3000000000000003
2018,1,1,18,30,21.1,7,504,439,18.7662,3.1
2018,1,1,19,30,23,0,562,542,23.6405,2.5
2018,1,1,20,30,23.8,0,556,532,23.1773,1.8
