Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,205581,-,-,-,34.61,-118.18,0,869,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Cloud Type,Clearsky GHI,GHI,Global Horizontal UV Irradiance (295-385nm),Wind Speed
2020,1,1,0,30,8.5,0,42,42,0.0000,1.3
2020,1,1,1,30,7.300000000000001,0,0,0,0.0000,1.4000000000000001
2020,1,1,2,30,6.7,0,0,0,0.0000,1.4000000000000001
2020,1,1,3,30,6.2,0,0,0,0.0000,1.4000000000000001
2020,1,1,4,30,5.7,0,0,0,0.0000,1.5
2020,1,1,5,30,5.300000000000001,0,0,0,0.0000,1.5
2020,1,1,6,30,5,0,0,0,0.0000,1.5
2020,1,1,7,30,5,0,0,0,0.0000,1.5
2020,1,1,8,30,5.2,0,0,0,0.0000,1.4000000000000001
2020,1,1,9,30,5.1000000000000005,8,0,0,0.0000,1.4000000000000001
2020,1,1,10,30,4.6000000000000005,0,0,0,0.0000,1.4000000000000001
2020,1,1,11,30,4.2,7,0,0,0.0000,1.4000000000000001
2020,1,1,12,30,4.2,7,0,0,0.0000,1.3
2020,1,1,13,30,4.9,0,0,0,0.0000,1.1
2020,1,1,14,30,5.6000000000000005,8,0,0,0.0000,0.9
2020,1,1,15,30,7.2,0,60,60,0.0000,0.7000000000000001
2020,1,1,16,30,10,0,230,230,8.5969,0.6000000000000001
2020,1,1,17,30,12.9,0,389,389,15.8422,1
2020,1,1,18,30,15.3,0,505,505,21.5846,2.1
2020,1,1,19,30,16.5,0,562,562,24.5072,2.9000000000000004
2020,1,1,20,30,17.1,0,558,558,24.3030,3.1
2020,1,1,21,30,17,0,492,457,19.4510,3.3000000000000003
2020,1,1,22,30,16,7,369,272,10.9818,3.2
2020,1,1,23,30,13.200000000000001,7,206,166,6.1365,2.7
2020,1,2,0,30,10,6,41,22,0.0000,2.2
2020,1,2,1,30,8.3,7,0,0,0.0000,2.2
2020,1,2,2,30,7.5,7,0,0,0.0000,2.2
2020,1,2,3,30,6.7,7,0,0,0.0000,2.2
2020,1,2,4,30,6,0,0,0,0.0000,2.2
2020,1,2,5,30,5.4,0,0,0,0.0000,2.4000000000000004
2020,1,2,6,30,5.1000000000000005,0,0,0,0.0000,2.4000000000000004
2020,1,2,7,30,5,0,0,0,0.0000,2.5
2020,1,2,8,30,5.2,0,0,0,0.0000,2.7
2020,1,2,9,30,5.5,0,0,0,0.0000,3.1
2020,1,2,10,30,5.800000000000001,0,0,0,0.0000,3.5
2020,1,2,11,30,5.9,0,0,0,0.0000,3.8000000000000003
2020,1,2,12,30,6,8,0,0,0.0000,4
2020,1,2,13,30,5.9,8,0,0,0.0000,3.9000000000000004
2020,1,2,14,30,6,0,0,0,0.0000,3.8000000000000003
2020,1,2,15,30,7.300000000000001,0,61,61,0.0000,4
2020,1,2,16,30,10.200000000000001,0,234,234,8.7455,4.2
2020,1,2,17,30,13.200000000000001,0,395,395,16.0880,4.7
2020,1,2,18,30,15.3,0,513,513,21.9325,4.800000000000001
2020,1,2,19,30,16.7,0,573,573,24.9984,4.2
2020,1,2,20,30,17.400000000000002,0,566,566,24.6658,3.6
2020,1,2,21,30,17.3,7,497,410,17.4652,3.1
2020,1,2,22,30,16.3,0,374,350,14.1497,2.3000000000000003
2020,1,2,23,30,13.4,7,211,165,6.1074,1.4000000000000001
2020,1,3,0,30,10.4,4,45,28,0.0000,1.2000000000000002
2020,1,3,1,30,8.9,7,0,0,0.0000,1.3
2020,1,3,2,30,8.3,7,0,0,0.0000,1.3
2020,1,3,3,30,8,4,0,0,0.0000,1.4000000000000001
2020,1,3,4,30,7.9,4,0,0,0.0000,1.4000000000000001
2020,1,3,5,30,7.6000000000000005,4,0,0,0.0000,1.5
2020,1,3,6,30,7.4,7,0,0,0.0000,1.6
2020,1,3,7,30,7.2,7,0,0,0.0000,1.6
2020,1,3,8,30,7,7,0,0,0.0000,1.7000000000000002
2020,1,3,9,30,6.800000000000001,4,0,0,0.0000,1.7000000000000002
2020,1,3,10,30,6.7,4,0,0,0.0000,1.9000000000000001
2020,1,3,11,30,6.5,4,0,0,0.0000,2.1
2020,1,3,12,30,6.4,4,0,0,0.0000,2.3000000000000003
2020,1,3,13,30,6.4,4,0,0,0.0000,2.4000000000000004
2020,1,3,14,30,6.800000000000001,8,0,0,0.0000,2.5
2020,1,3,15,30,9.3,0,63,59,0.0000,3.1
2020,1,3,16,30,12.600000000000001,0,235,211,7.8859,3.7
2020,1,3,17,30,15.600000000000001,0,396,396,16.1317,3.7
2020,1,3,18,30,18.1,0,514,504,21.5565,3.2
2020,1,3,19,30,19.8,0,574,567,24.7480,2.3000000000000003
2020,1,3,20,30,20.6,0,571,571,24.8996,1.4000000000000001
2020,1,3,21,30,20.6,0,503,503,21.4461,0.8
2020,1,3,22,30,19.6,0,380,380,15.3813,0.5
2020,1,3,23,30,17.400000000000002,0,216,209,7.7461,0.4
2020,1,4,0,30,15.200000000000001,0,47,47,0.0000,0.4
2020,1,4,1,30,14,0,0,0,0.0000,0.5
2020,1,4,2,30,13.3,7,0,0,0.0000,0.6000000000000001
2020,1,4,3,30,13,7,0,0,0.0000,0.6000000000000001
2020,1,4,4,30,12.8,0,0,0,0.0000,0.7000000000000001
2020,1,4,5,30,12.5,0,0,0,0.0000,0.7000000000000001
