Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,205581,-,-,-,34.61,-118.18,0,869,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Cloud Type,Clearsky GHI,GHI,Global Horizontal UV Irradiance (295-385nm),Wind Speed
2023,1,1,0,30,11.4,6,38,16,0.0000,5.4
2023,1,1,1,30,11.200000000000001,6,0,0,0.0000,5.6000000000000005
2023,1,1,2,30,11,6,0,0,0.0000,5.9
2023,1,1,3,30,10.9,6,0,0,0.0000,6.2
2023,1,1,4,30,10.9,6,0,0,0.0000,6.300000000000001
2023,1,1,5,30,10.9,9,0,0,0.0000,6.4
2023,1,1,6,30,10.700000000000001,9,0,0,0.0000,6.4
2023,1,1,7,30,10.100000000000001,6,0,0,0.0000,5.800000000000001
2023,1,1,8,30,9.4,7,0,0,0.0000,4.800000000000001
2023,1,1,9,30,8.9,0,0,0,0.0000,3.8000000000000003
2023,1,1,10,30,8.4,4,0,0,0.0000,3.2
2023,1,1,11,30,7.6000000000000005,4,0,0,0.0000,2.8000000000000003
2023,1,1,12,30,6.4,0,0,0,0.0000,2.3000000000000003
2023,1,1,13,30,5.2,0,0,0,0.0000,1.8
2023,1,1,14,30,5.2,0,0,0,0.0000,1.7000000000000002
2023,1,1,15,30,6.5,0,61,60,0.0000,2.6
2023,1,1,16,30,8.3,0,232,232,8.6716,3.9000000000000004
2023,1,1,17,30,9.700000000000001,5,388,250,10.1813,4.7
2023,1,1,18,30,10.700000000000001,5,499,286,12.2250,5.300000000000001
2023,1,1,19,30,11.3,5,557,345,15.0462,5.7
2023,1,1,20,30,11.600000000000001,8,553,51,2.2215,5.800000000000001
2023,1,1,21,30,11.5,8,487,143,6.0877,5.7
2023,1,1,22,30,10.8,5,368,122,4.9275,5.2
2023,1,1,23,30,9.200000000000001,3,207,168,6.2121,3.9000000000000004
2023,1,2,0,30,7,0,41,37,0.0000,2.6
2023,1,2,1,30,5.4,0,0,0,0.0000,2
2023,1,2,2,30,4.4,0,0,0,0.0000,1.8
2023,1,2,3,30,3.8000000000000003,0,0,0,0.0000,1.7000000000000002
2023,1,2,4,30,3.3000000000000003,0,0,0,0.0000,1.6
2023,1,2,5,30,2.7,0,0,0,0.0000,1.3
2023,1,2,6,30,2.2,0,0,0,0.0000,1.2000000000000002
2023,1,2,7,30,1.8,0,0,0,0.0000,1.1
2023,1,2,8,30,1.5,0,0,0,0.0000,1.1
2023,1,2,9,30,1.2000000000000002,0,0,0,0.0000,1.1
2023,1,2,10,30,1,0,0,0,0.0000,1.1
2023,1,2,11,30,0.9,0,0,0,0.0000,1
2023,1,2,12,30,1.1,8,0,0,0.0000,0.9
2023,1,2,13,30,1.6,8,0,0,0.0000,0.9
2023,1,2,14,30,2.2,7,0,0,0.0000,0.9
2023,1,2,15,30,3.7,7,62,34,0.0000,1.2000000000000002
2023,1,2,16,30,6,0,237,222,8.2970,1.2000000000000002
2023,1,2,17,30,8.3,8,399,361,14.7045,0.8
2023,1,2,18,30,9.8,7,514,397,16.9754,1.1
2023,1,2,19,30,10.3,8,569,496,21.6416,2
2023,1,2,20,30,10.3,6,560,246,10.7217,2.6
2023,1,2,21,30,9.9,6,491,177,7.5414,2.7
2023,1,2,22,30,9,7,368,121,4.8931,2.3000000000000003
2023,1,2,23,30,7.7,7,206,50,1.8512,1.6
2023,1,3,0,30,6.5,6,44,7,0.0000,1.3
2023,1,3,1,30,5.7,7,0,0,0.0000,1.3
2023,1,3,2,30,4.7,7,0,0,0.0000,1.3
2023,1,3,3,30,4.4,5,0,0,0.0000,1.5
2023,1,3,4,30,5.1000000000000005,3,0,0,0.0000,2.2
2023,1,3,5,30,5.9,5,0,0,0.0000,2.7
2023,1,3,6,30,6,0,0,0,0.0000,2.7
2023,1,3,7,30,5.5,0,0,0,0.0000,2.6
2023,1,3,8,30,5.300000000000001,0,0,0,0.0000,2.3000000000000003
2023,1,3,9,30,5.2,0,0,0,0.0000,2.1
2023,1,3,10,30,5.300000000000001,0,0,0,0.0000,1.9000000000000001
2023,1,3,11,30,5.300000000000001,0,0,0,0.0000,1.6
2023,1,3,12,30,5.5,0,0,0,0.0000,1.3
2023,1,3,13,30,5.6000000000000005,0,0,0,0.0000,1
2023,1,3,14,30,5.9,0,0,0,0.0000,1.2000000000000002
2023,1,3,15,30,6.6000000000000005,0,57,57,0.0000,1.7000000000000002
2023,1,3,16,30,7.7,0,226,226,8.4465,2
2023,1,3,17,30,9,0,384,384,15.6442,2.2
2023,1,3,18,30,10.100000000000001,0,498,488,20.8735,2.4000000000000004
2023,1,3,19,30,11,7,561,457,19.9491,2.6
2023,1,3,20,30,11.700000000000001,8,558,472,20.5861,2.6
2023,1,3,21,30,12.200000000000001,8,491,423,18.0389,2.6
2023,1,3,22,30,12,8,369,324,13.1195,2.3000000000000003
2023,1,3,23,30,11,8,206,111,4.1151,1.4000000000000001
2023,1,4,0,30,9.9,6,43,16,0.0000,0.7000000000000001
2023,1,4,1,30,9.3,6,0,0,0.0000,0.8
2023,1,4,2,30,9,6,0,0,0.0000,0.9
2023,1,4,3,30,9.1,7,0,0,0.0000,0.8
2023,1,4,4,30,9.3,7,0,0,0.0000,0.8
2023,1,4,5,30,9.3,8,0,0,0.0000,0.9
2023,1,4,6,30,9.4,7,0,0,0.0000,1.1
2023,1,4,7,30,9.5,7,0,0,0.0000,1.4000000000000001
2023,1,4,8,30,9.700000000000001,7,0,0,0.0000,1.6
2023,1,4,9,30,10,7,0,0,0.0000,2
2023,1,4,10,30,10.200000000000001,7,0,0,0.0000,2
2023,1,4,11,30,10.3,7,0,0,0.0000,1.8
2023,1,4,12,30,10.3,7,0,0,0.0000,1.8
2023,1,4,13,30,10.3,7,0,0,0.0000,2
2023,1,4,14,30,10.4,6,0,0,0.0000,2.2
2023,1,4,15,30,10.9,8,57,18,0.0000,2.7
2023,1,4,16,30,11.8,8,222,47,1.7567,3.5
2023,1,4,17,30,12.5,8,378,236,9.6173,3.9000000000000004
2023,1,4,18,30,13.100000000000001,8,492,273,11.6819,4.2
2023,1,4,19,30,13.600000000000001,7,553,188,8.2109,4.800000000000001
2023,1,4,20,30,13.9,6,550,77,3.3605,5.300000000000001
2023,1,4,21,30,13.9,3,484,112,4.7809,5.300000000000001
