Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,205581,-,-,-,34.61,-118.18,0,869,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Cloud Type,Clearsky GHI,GHI,Global Horizontal UV Irradiance (295-385nm),Wind Speed
2017,1,1,0,30,7.800000000000001,8,35,14,0.0000,2.1
2017,1,1,1,30,6.5,8,0,0,0.0000,1.6
2017,1,1,2,30,5.1000000000000005,8,0,0,0.0000,1.5
2017,1,1,3,30,4.1000000000000005,8,0,0,0.0000,1.6
2017,1,1,4,30,3.5,8,0,0,0.0000,1.5
2017,1,1,5,30,3.1,8,0,0,0.0000,1.3
2017,1,1,6,30,2.9000000000000004,4,0,0,0.0000,1.4000000000000001
2017,1,1,7,30,2.9000000000000004,8,0,0,0.0000,1.5
2017,1,1,8,30,3,8,0,0,0.0000,1.7000000000000002
2017,1,1,9,30,3.4000000000000004,4,0,0,0.0000,1.9000000000000001
2017,1,1,10,30,3.6,4,0,0,0.0000,2.3000000000000003
2017,1,1,11,30,3.1,1,0,0,0.0000,2.1
2017,1,1,12,30,2.3000000000000003,0,0,0,0.0000,1.9000000000000001
2017,1,1,13,30,1.9000000000000001,1,0,0,0.0000,1.8
2017,1,1,14,30,2,1,0,0,0.0000,2
2017,1,1,15,30,3.2,1,56,56,0.0000,2.3000000000000003
2017,1,1,16,30,5.1000000000000005,0,228,228,8.5230,2.3000000000000003
2017,1,1,17,30,7.4,0,391,391,15.9265,2.2
2017,1,1,18,30,9.5,0,512,512,21.8912,2.9000000000000004
